http://www.wikidata.org/entity/Q121507,Alicia Keys,90,musician_singer_composer_pianist_record producer_poet_actor_art collector_presenter_recording artist
http://www.wikidata.org/entity/Q12162960,Stefanija Toerkevytsj,102,composer_pianist_musicologist_music teacher
http://www.wikidata.org/entity/Q121806,Philip J. Fry,33,courier
http://www.wikidata.org/entity/Q1220,Giorgio Napolitano,110,politician
http://www.wikidata.org/entity/Q122003,Julio Iglesias,83,singer_songwriter_recording artist_association football player_composer_businessperson
http://www.wikidata.org/entity/Q122020,Hilary Duff,85,actor_television actor_film actor_singer_model_singer-songwriter_composer_film producer_novelist_voice actor_musician_entrepreneur_businessperson_record producer_writer_fashion designer_manufacturer_designer_recording artist
http://www.wikidata.org/entity/Q12206942,Darth Vader,86,mass murderer_war criminal_starship pilot_commander-in-chief_swordfighter_knight
http://www.wikidata.org/entity/Q122290,Jean-Paul Marat,79,politician_journalist_physician
http://www.wikidata.org/entity/Q122366,Daniel Bernoulli,85,mathematician_physicist_university teacher_economist_physician_statistician
http://www.wikidata.org/entity/Q12237722,Layal Abboud,96,entertainer_composer_singer_businessperson_poet_model_dancer_recording artist_actor
http://www.wikidata.org/entity/Q122392,Jakob Bernoulli,77,mathematician_physicist_physician_university teacher
http://www.wikidata.org/entity/Q1224,Carlo Azeglio Ciampi,79,economist_politician_banker
http://www.wikidata.org/entity/Q122465,Yoshihide Suga,96,politician_international forum participant
http://www.wikidata.org/entity/Q1225,Bruce Springsteen,100,singer_songwriter_pianist_guitarist_record producer_recording artist_composer
http://www.wikidata.org/entity/Q122553,Karel II van Engeland,92,politician_slave trader_sovereign_art collector_monarch
http://www.wikidata.org/entity/Q122634,Robin Hood,95,thief_archer_swordfighter_vigilante
http://www.wikidata.org/entity/Q122701,William Thomson,94,physicist_astronomer_mathematician_university teacher_politician_writer
http://www.wikidata.org/entity/Q1230,Francesco Cossiga,83,politician_jurist_university teacher
http://www.wikidata.org/entity/Q123041,Madame de Staël,82,writer_salonnière_diarist_literary critic_politician_correspondent
http://www.wikidata.org/entity/Q12306,Millard Fillmore,134,politician_lawyer_statesperson
http://www.wikidata.org/entity/Q123078,Robert Heinlein,95,writer_screenwriter_literary critic_naval officer
http://www.wikidata.org/entity/Q12312,Franklin Pierce,132,politician_lawyer_statesperson
http://www.wikidata.org/entity/Q1231345,Paul Kagame,86,politician_military officer_international forum participant
http://www.wikidata.org/entity/Q123174,Vanessa Hudgens,77,actor_singer_model_musician_film actor_television actor_stage actor_recording artist
http://www.wikidata.org/entity/Q12325,James Buchanan,134,politician_diplomat_lawyer_statesperson
http://www.wikidata.org/entity/Q123665,Gloria Macapagal-Arroyo,86,economist_politician_university teacher_international forum participant
http://www.wikidata.org/entity/Q12366816,Kersti Kaljulaid,92,civil servant_consultant_director_politician_businessperson_international forum participant
http://www.wikidata.org/entity/Q12379,Mario,92,plumber_carpenter
http://www.wikidata.org/entity/Q123829,George Gershwin,80,composer_jazz pianist_songwriter_film score composer_painter_conductor_pianist
http://www.wikidata.org/entity/Q123867,Marquis de Sade,102,novelist_philosopher_playwright_writer
http://www.wikidata.org/entity/Q123923,Radovan Karadžić,86,politician_poet_psychiatrist
http://www.wikidata.org/entity/Q124086,Wesley Sneijder,76,association football player
http://www.wikidata.org/entity/Q124115,Niels Henrik Abel,94,mathematician_university teacher
http://www.wikidata.org/entity/Q124138,Gianni Infantino,71,sports official_jurist_lawyer_politician_international forum participant
http://www.wikidata.org/entity/Q124617,Georgi Zjoekov,99,military personnel_politician
http://www.wikidata.org/entity/Q125121,Aretha Franklin,108,singer_songwriter_recording artist_pianist_composer
http://www.wikidata.org/entity/Q1253,Ban Ki-moon,148,politician_diplomat_writer_international forum participant
http://www.wikidata.org/entity/Q1254,Kofi Annan,166,diplomat_economist_politician_international forum participant
http://www.wikidata.org/entity/Q125414,Pompeius,96,Ancient Roman politician_Ancient Roman military personnel_politician
http://www.wikidata.org/entity/Q1255625,Samuel Eto'o,85,association football player
http://www.wikidata.org/entity/Q1257,Boutros Boutros-Ghali,88,politician_diplomat_writer_jurist_university teacher
http://www.wikidata.org/entity/Q1259,Javier Pérez de Cuéllar,80,politician_diplomat_lawyer
http://www.wikidata.org/entity/Q125904,Edward Norton,87,film actor_film director_film producer_character actor_screenwriter_environmentalist_stage actor_voice actor_television actor
http://www.wikidata.org/entity/Q1260,Kurt Waldheim,83,politician_diplomat_autobiographer_military personnel_lawyer
http://www.wikidata.org/entity/Q126188,Jacobus II van Engeland,85,politician_slave trader_sovereign_monarch
http://www.wikidata.org/entity/Q1262052,Jamal Khashoggi,79,journalist_political writer_director
http://www.wikidata.org/entity/Q1264,U Thant,86,politician_diplomat_writer
http://www.wikidata.org/entity/Q126462,Thomas Paine,123,philosopher_politician_writer_entrepreneur_journalist_prosaist_opinion journalist
http://www.wikidata.org/entity/Q12665,Robert Baden-Powell,104,scout leader_writer_politician_sculptor_military officer
http://www.wikidata.org/entity/Q1267,Dag Hammarskjöld,118,politician_diplomat_economist_poet_writer_philosopher
http://www.wikidata.org/entity/Q12674,Rudolf Diesel,91,inventor_entrepreneur_engineer_Esperantist
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,183,composer_pianist_music teacher_virtuoso_musician
http://www.wikidata.org/entity/Q12688,Jean Jaurès,73,politician_professor_journalist_writer_historian_reporter
http://www.wikidata.org/entity/Q1269082,Alice,33,
http://www.wikidata.org/entity/Q12706,Maxim Gorky,169,writer_playwright_novelist_autobiographer_diarist_journalist_poet_dramaturge_opinion journalist_politician
http://www.wikidata.org/entity/Q1271,Trygve Lie,77,politician_diplomat_jurist_lawyer
http://www.wikidata.org/entity/Q12718,Auguste Comte,123,philosopher_sociologist_mathematician_writer
http://www.wikidata.org/entity/Q127318,George III van het Verenigd Koninkrijk,99,art collector_patron of the arts_ruler_politician_aristocrat_monarch
http://www.wikidata.org/entity/Q127330,Frank Zappa,107,guitarist_singer_composer_voice actor_rock musician_record producer_songwriter_screenwriter_actor_journalist_musician_film producer_rock guitarist_film director
http://www.wikidata.org/entity/Q127332,Charlotte Brontë,119,poet_novelist_writer_governess_teacher
http://www.wikidata.org/entity/Q127349,José Echegaray y Eizaguirre,88,playwright_civil engineer_politician_writer_engineer_mathematician_economist
http://www.wikidata.org/entity/Q127442,Konstantin Tsjernenko,93,politician
