http://www.wikidata.org/entity/Q28614,Garri Kasparov,113
http://www.wikidata.org/entity/Q33391,Leon Trotski,174
http://www.wikidata.org/entity/Q40649,Cristina Fernández de Kirchner,116
http://www.wikidata.org/entity/Q41563,Julia Gillard,103
http://www.wikidata.org/entity/Q43107,Diocletianus,90
http://www.wikidata.org/entity/Q46052,Anders Fogh Rasmussen,87
http://www.wikidata.org/entity/Q46405,Bjørnstjerne Bjørnson,120
http://www.wikidata.org/entity/Q11817,Andrew Jackson,154
http://www.wikidata.org/entity/Q128967,Edward Heath,77
http://www.wikidata.org/entity/Q14342,Lee Myung-bak,76
http://www.wikidata.org/entity/Q14345,Roh Moo-hyun,80
http://www.wikidata.org/entity/Q42398,Michail Sjolochov,113
http://www.wikidata.org/entity/Q43179,Ellen Johnson Sirleaf,111
http://www.wikidata.org/entity/Q43723,Benjamin Netanyahu,143
http://www.wikidata.org/entity/Q43989,Grigori Raspoetin,106
http://www.wikidata.org/entity/Q46418,Constantius II,72
http://www.wikidata.org/entity/Q52651,Jesse Owens,92
http://www.wikidata.org/entity/Q12688,Jean Jaurès,73
http://www.wikidata.org/entity/Q150471,Ernst Teodor Vilhelm Hofman,90
http://www.wikidata.org/entity/Q9582,Gerald Ford,163
http://www.wikidata.org/entity/Q9640,Lyndon B. Johnson,165
http://www.wikidata.org/entity/Q10390,John McCain,127
http://www.wikidata.org/entity/Q10819,Mariano Rajoy Brey,113
http://www.wikidata.org/entity/Q11613,Harry S. Truman,180
http://www.wikidata.org/entity/Q11813,James Madison,159
http://www.wikidata.org/entity/Q12312,Franklin Pierce,132
http://www.wikidata.org/entity/Q12927,Marine Le Pen,112
http://www.wikidata.org/entity/Q14356,Park Chung-hee,94
http://www.wikidata.org/entity/Q24692,Almazbek Atambajev,71
http://www.wikidata.org/entity/Q25310,Robert F. Kennedy,93
http://www.wikidata.org/entity/Q26702,Kardinaal de Richelieu,103
http://www.wikidata.org/entity/Q26825,Herodotus,186
http://www.wikidata.org/entity/Q12897,Pelé,166
http://www.wikidata.org/entity/Q27645,Mikhail Bakunin,134
http://www.wikidata.org/entity/Q41749,Joseph Goebbels,128
http://www.wikidata.org/entity/Q43303,Malcolm X,129
http://www.wikidata.org/entity/Q44481,Pierre-Simon Laplace,120
http://www.wikidata.org/entity/Q44819,Soeharto,105
http://www.wikidata.org/entity/Q45789,Satyendra Nath Bose,79
http://www.wikidata.org/entity/Q11869,William Henry Harrison,134
http://www.wikidata.org/entity/Q9576,James Callaghan,87
http://www.wikidata.org/entity/Q12665,Robert Baden-Powell,104
http://www.wikidata.org/entity/Q13133,Michelle Obama,121
http://www.wikidata.org/entity/Q42013,Anwar Sadat,117
http://www.wikidata.org/entity/Q42410,Evo Morales,120
http://www.wikidata.org/entity/Q43063,Frans Ferdinand van Oostenrijk-Este,102
http://www.wikidata.org/entity/Q43067,Heinrich Himmler,111
http://www.wikidata.org/entity/Q44221,Sean Penn,95
http://www.wikidata.org/entity/Q41914,Manmohan Singh,105
http://www.wikidata.org/entity/Q9588,Richard Nixon,177
http://www.wikidata.org/entity/Q11270,Fulgencio Batista,84
http://www.wikidata.org/entity/Q11812,Thomas Jefferson,206
http://www.wikidata.org/entity/Q11881,John Tyler,133
http://www.wikidata.org/entity/Q11891,James K. Polk,135
http://www.wikidata.org/entity/Q12325,James Buchanan,134
http://www.wikidata.org/entity/Q12971,Leopold I van België,76
